still_image,source_catalog_entry,timestamp
cpb-aacip-225-01pg4ftd_01785183_01322523_01322521.jpg,https://americanarchive.org/catalog/cpb-aacip-225-01pg4ftd,00:22:02.521
cpb-aacip-225-01pg4ftd_01785183_01332032_01332030.jpg,https://americanarchive.org/catalog/cpb-aacip-225-01pg4ftd,00:22:12.030
cpb-aacip-225-01pg4ftd_01785183_01384518_01384516.jpg,https://americanarchive.org/catalog/cpb-aacip-225-01pg4ftd,00:23:04.516
cpb-aacip-225-01pg4ftd_01785183_01403003_01403001.jpg,https://americanarchive.org/catalog/cpb-aacip-225-01pg4ftd,00:23:23.001
cpb-aacip-225-01pg4ftd_01785183_01415883_01415881.jpg,https://americanarchive.org/catalog/cpb-aacip-225-01pg4ftd,00:23:35.881
cpb-aacip-225-01pg4ftd_01785183_01441008_01441006.jpg,https://americanarchive.org/catalog/cpb-aacip-225-01pg4ftd,00:24:01.006
cpb-aacip-225-01pg4ftd_01785183_01470270_01470268.jpg,https://americanarchive.org/catalog/cpb-aacip-225-01pg4ftd,00:24:30.268
cpb-aacip-225-01pg4ftd_01785183_01511879_01511877.jpg,https://americanarchive.org/catalog/cpb-aacip-225-01pg4ftd,00:25:11.877
cpb-aacip-225-01pg4ftd_01785183_01574274_01574272.jpg,https://americanarchive.org/catalog/cpb-aacip-225-01pg4ftd,00:26:14.272
cpb-aacip-225-01pg4ftd_01785183_01642142_01642140.jpg,https://americanarchive.org/catalog/cpb-aacip-225-01pg4ftd,00:27:22.140
cpb-aacip-225-02q5746p_03735798_02495395_02495392.jpg,https://americanarchive.org/catalog/cpb-aacip-225-02q5746p,00:41:35.392
cpb-aacip-225-0322813n_01737602_00270270_00270270.jpg,https://americanarchive.org/catalog/cpb-aacip-225-0322813n,00:04:30.270
cpb-aacip-225-0322813n_01737602_00710878_00710876.jpg,https://americanarchive.org/catalog/cpb-aacip-225-0322813n,00:11:50.876
cpb-aacip-225-0322813n_01737602_01067501_01067499.jpg,https://americanarchive.org/catalog/cpb-aacip-225-0322813n,00:17:47.499
cpb-aacip-225-0322813n_01737602_01253654_01253652.jpg,https://americanarchive.org/catalog/cpb-aacip-225-0322813n,00:20:53.652
cpb-aacip-225-0322813n_01737602_01369636_01369634.jpg,https://americanarchive.org/catalog/cpb-aacip-225-0322813n,00:22:49.634
cpb-aacip-225-0322813n_01737602_01384384_01384383.jpg,https://americanarchive.org/catalog/cpb-aacip-225-0322813n,00:23:04.383
cpb-aacip-225-0322813n_01737602_01400901_01400899.jpg,https://americanarchive.org/catalog/cpb-aacip-225-0322813n,00:23:20.899
cpb-aacip-225-04dnckn6_05000628_00605138_00605137.jpg,https://americanarchive.org/catalog/cpb-aacip-225-04dnckn6,00:10:05.137
cpb-aacip-225-04dnckn6_05000628_00645779_00645778.jpg,https://americanarchive.org/catalog/cpb-aacip-225-04dnckn6,00:10:45.778
cpb-aacip-225-04dnckn6_05000628_00922656_00922655.jpg,https://americanarchive.org/catalog/cpb-aacip-225-04dnckn6,00:15:22.655
cpb-aacip-225-04dnckn6_05000628_01161528_01161527.jpg,https://americanarchive.org/catalog/cpb-aacip-225-04dnckn6,00:19:21.527
cpb-aacip-225-04dnckn6_05000628_01250884_01250882.jpg,https://americanarchive.org/catalog/cpb-aacip-225-04dnckn6,00:20:50.882
cpb-aacip-225-04dnckn6_05000628_01743777_01743775.jpg,https://americanarchive.org/catalog/cpb-aacip-225-04dnckn6,00:29:03.775
cpb-aacip-225-04dnckn6_05000628_02200634_02200631.jpg,https://americanarchive.org/catalog/cpb-aacip-225-04dnckn6,00:36:40.631
cpb-aacip-225-04dnckn6_05000628_02526527_02526524.jpg,https://americanarchive.org/catalog/cpb-aacip-225-04dnckn6,00:42:06.524
cpb-aacip-225-04dnckn6_05000628_02867768_02867764.jpg,https://americanarchive.org/catalog/cpb-aacip-225-04dnckn6,00:47:47.764
cpb-aacip-225-04dnckn6_05000628_03443010_03443006.jpg,https://americanarchive.org/catalog/cpb-aacip-225-04dnckn6,00:57:23.006
cpb-aacip-225-04dnckn6_05000628_03627628_03627624.jpg,https://americanarchive.org/catalog/cpb-aacip-225-04dnckn6,01:00:27.624
cpb-aacip-225-04dnckn6_05000628_03813647_03813643.jpg,https://americanarchive.org/catalog/cpb-aacip-225-04dnckn6,01:03:33.643
cpb-aacip-225-04dnckn6_05000628_04545012_04545007.jpg,https://americanarchive.org/catalog/cpb-aacip-225-04dnckn6,01:15:45.007
cpb-aacip-225-05fbg826_01918049_00301001_00301000.jpg,https://americanarchive.org/catalog/cpb-aacip-225-05fbg826,00:05:01.000
cpb-aacip-225-05fbg826_01918049_00376643_00376642.jpg,https://americanarchive.org/catalog/cpb-aacip-225-05fbg826,00:06:16.642
cpb-aacip-225-05fbg826_01918049_00651151_00651150.jpg,https://americanarchive.org/catalog/cpb-aacip-225-05fbg826,00:10:51.150
cpb-aacip-225-05fbg826_01918049_00904505_00904503.jpg,https://americanarchive.org/catalog/cpb-aacip-225-05fbg826,00:15:04.503
cpb-aacip-225-05fbg826_01918049_01198265_01198263.jpg,https://americanarchive.org/catalog/cpb-aacip-225-05fbg826,00:19:58.263
cpb-aacip-225-05s7h4rk_01782247_00317885_00317884.jpg,https://americanarchive.org/catalog/cpb-aacip-225-05s7h4rk,00:05:17.884
cpb-aacip-225-05s7h4rk_01782247_00753520_00753519.jpg,https://americanarchive.org/catalog/cpb-aacip-225-05s7h4rk,00:12:33.519
cpb-aacip-225-05s7h4rk_01782247_00890157_00890155.jpg,https://americanarchive.org/catalog/cpb-aacip-225-05s7h4rk,00:14:50.155
cpb-aacip-225-05s7h4rk_01782247_01292626_01292624.jpg,https://americanarchive.org/catalog/cpb-aacip-225-05s7h4rk,00:21:32.624
cpb-aacip-225-06g1jxmr_01830128_00183016_00183016.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:03:03.016
cpb-aacip-225-06g1jxmr_01830128_00238505_00238504.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:03:58.504
cpb-aacip-225-06g1jxmr_01830128_00285152_00285151.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:04:45.151
cpb-aacip-225-06g1jxmr_01830128_00312145_00312145.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:05:12.145
cpb-aacip-225-06g1jxmr_01830128_00337271_00337270.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:05:37.270
cpb-aacip-225-06g1jxmr_01830128_00345879_00345878.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:05:45.878
cpb-aacip-225-06g1jxmr_01830128_00439907_00439906.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:07:19.906
cpb-aacip-225-06g1jxmr_01830128_00478645_00478644.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:07:58.644
cpb-aacip-225-06g1jxmr_01830128_00554655_00554654.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:09:14.654
cpb-aacip-225-06g1jxmr_01830128_00578779_00578778.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:09:38.778
cpb-aacip-225-06g1jxmr_01830128_00653520_00653519.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:10:53.519
cpb-aacip-225-06g1jxmr_01830128_00684885_00684884.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:11:24.884
cpb-aacip-225-06g1jxmr_01830128_00826527_00826525.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:13:46.525
cpb-aacip-225-06g1jxmr_01830128_00857524_00857523.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:14:17.523
cpb-aacip-225-06g1jxmr_01830128_00907140_00907139.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:15:07.139
cpb-aacip-225-06g1jxmr_01830128_00942142_00942141.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:15:42.141
cpb-aacip-225-06g1jxmr_01830128_00959893_00959892.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:15:59.892
cpb-aacip-225-06g1jxmr_01830128_01063263_01063262.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:17:43.262
cpb-aacip-225-06g1jxmr_01830128_01132399_01132397.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:18:52.397
cpb-aacip-225-06g1jxmr_01830128_01198765_01198764.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:19:58.764
cpb-aacip-225-06g1jxmr_01830128_01284751_01284750.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:21:24.750
cpb-aacip-225-06g1jxmr_01830128_01374274_01374272.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:22:54.272
cpb-aacip-225-06g1jxmr_01830128_01635269_01635266.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:27:15.266
cpb-aacip-225-06g1jxmr_01830128_01697030_01697028.jpg,https://americanarchive.org/catalog/cpb-aacip-225-06g1jxmr,00:28:17.028
cpb-aacip-225-07gqnm4b_01221220_00144378_00144377.jpg,https://americanarchive.org/catalog/cpb-aacip-225-07gqnm4b,00:02:24.377
cpb-aacip-225-07tmpgw5_01752851_00247014_00247013.jpg,https://americanarchive.org/catalog/cpb-aacip-225-07tmpgw5,00:04:07.013
cpb-aacip-225-07tmpgw5_01752851_00632032_00632031.jpg,https://americanarchive.org/catalog/cpb-aacip-225-07tmpgw5,00:10:32.031
cpb-aacip-225-07tmpgw5_01752851_01475375_01475373.jpg,https://americanarchive.org/catalog/cpb-aacip-225-07tmpgw5,00:24:35.373
cpb-aacip-225-085hqd9p_01785316_00134635_00134634.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:02:14.634
cpb-aacip-225-085hqd9p_01785316_00207407_00207407.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:03:27.407
cpb-aacip-225-085hqd9p_01785316_00251385_00251384.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:04:11.384
cpb-aacip-225-085hqd9p_01785316_00295529_00295528.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:04:55.528
cpb-aacip-225-085hqd9p_01785316_00321255_00321254.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:05:21.254
cpb-aacip-225-085hqd9p_01785316_00360127_00360126.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:06:00.126
cpb-aacip-225-085hqd9p_01785316_00387020_00387019.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:06:27.019
cpb-aacip-225-085hqd9p_01785316_00478645_00478644.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:07:58.644
cpb-aacip-225-085hqd9p_01785316_00494895_00494894.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:08:14.894
cpb-aacip-225-085hqd9p_01785316_00510511_00510510.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:08:30.510
cpb-aacip-225-085hqd9p_01785316_00526627_00526626.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:08:46.626
cpb-aacip-225-085hqd9p_01785316_00536770_00536769.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:08:56.769
cpb-aacip-225-085hqd9p_01785316_00561395_00561394.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:09:21.394
cpb-aacip-225-085hqd9p_01785316_00579880_00579879.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:09:39.879
cpb-aacip-225-085hqd9p_01785316_00622389_00622388.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:10:22.388
cpb-aacip-225-085hqd9p_01785316_00673507_00673506.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:11:13.506
cpb-aacip-225-085hqd9p_01785316_00763397_00763395.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:12:43.395
cpb-aacip-225-085hqd9p_01785316_00965132_00965130.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:16:05.130
cpb-aacip-225-085hqd9p_01785316_01045012_01045010.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:17:25.010
cpb-aacip-225-085hqd9p_01785316_01091658_01091657.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:18:11.657
cpb-aacip-225-085hqd9p_01785316_01110377_01110375.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:18:30.375
cpb-aacip-225-085hqd9p_01785316_01140641_01140639.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:19:00.639
cpb-aacip-225-085hqd9p_01785316_01214381_01214379.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:20:14.379
cpb-aacip-225-085hqd9p_01785316_01241408_01241406.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:20:41.406
cpb-aacip-225-085hqd9p_01785316_01318886_01318884.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:21:58.884
cpb-aacip-225-085hqd9p_01785316_01358759_01358757.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:22:38.757
cpb-aacip-225-085hqd9p_01785316_01383650_01383648.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:23:03.648
cpb-aacip-225-085hqd9p_01785316_01506406_01506404.jpg,https://americanarchive.org/catalog/cpb-aacip-225-085hqd9p,00:25:06.404
cpb-aacip-225-08v9s5s9_01944609_00101902_00101901.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:01:41.901
cpb-aacip-225-08v9s5s9_01944609_00235769_00235768.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:03:55.768
cpb-aacip-225-08v9s5s9_01944609_00285652_00285652.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:04:45.652
cpb-aacip-225-08v9s5s9_01944609_00389523_00389522.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:06:29.522
cpb-aacip-225-08v9s5s9_01944609_00413380_00413379.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:06:53.379
cpb-aacip-225-08v9s5s9_01944609_00513780_00513779.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:08:33.779
cpb-aacip-225-08v9s5s9_01944609_00573774_00573773.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:09:33.773
cpb-aacip-225-08v9s5s9_01944609_00641275_00641273.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:10:41.273
cpb-aacip-225-08v9s5s9_01944609_00691391_00691390.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:11:31.390
cpb-aacip-225-08v9s5s9_01944609_00813013_00813012.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:13:33.012
cpb-aacip-225-08v9s5s9_01944609_00951385_00951383.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:15:51.383
cpb-aacip-225-08v9s5s9_01944609_00980514_00980512.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:16:20.512
cpb-aacip-225-08v9s5s9_01944609_01011378_01011377.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:16:51.377
cpb-aacip-225-08v9s5s9_01944609_01040407_01040406.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:17:20.406
cpb-aacip-225-08v9s5s9_01944609_01093026_01093025.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:18:13.025
cpb-aacip-225-08v9s5s9_01944609_01176009_01176008.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:19:36.008
cpb-aacip-225-08v9s5s9_01944609_01250651_01250649.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:20:50.649
cpb-aacip-225-08v9s5s9_01944609_01512779_01512777.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:25:12.777
cpb-aacip-225-08v9s5s9_01944609_01566033_01566031.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:26:06.031
cpb-aacip-225-08v9s5s9_01944609_01605772_01605770.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:26:45.770
cpb-aacip-225-08v9s5s9_01944609_01616750_01616748.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:26:56.748
cpb-aacip-225-08v9s5s9_01944609_01628896_01628893.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:27:08.893
cpb-aacip-225-08v9s5s9_01944609_01664765_01664763.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:27:44.763
cpb-aacip-225-08v9s5s9_01944609_01681515_01681513.jpg,https://americanarchive.org/catalog/cpb-aacip-225-08v9s5s9,00:28:01.513
cpb-aacip-225-09j3tzbz_01589988_00099900_00099899.jpg,https://americanarchive.org/catalog/cpb-aacip-225-09j3tzbz,00:01:39.899
cpb-aacip-225-09j3tzbz_01589988_00281515_00281514.jpg,https://americanarchive.org/catalog/cpb-aacip-225-09j3tzbz,00:04:41.514
cpb-aacip-225-09j3tzbz_01589988_00326260_00326259.jpg,https://americanarchive.org/catalog/cpb-aacip-225-09j3tzbz,00:05:26.259
cpb-aacip-225-09j3tzbz_01589988_00613647_00613646.jpg,https://americanarchive.org/catalog/cpb-aacip-225-09j3tzbz,00:10:13.646
cpb-aacip-225-09j3tzbz_01589988_00907407_00907406.jpg,https://americanarchive.org/catalog/cpb-aacip-225-09j3tzbz,00:15:07.406
cpb-aacip-225-09j3tzbz_01589988_01181148_01181146.jpg,https://americanarchive.org/catalog/cpb-aacip-225-09j3tzbz,00:19:41.146
cpb-aacip-225-09j3tzbz_01589988_01196129_01196128.jpg,https://americanarchive.org/catalog/cpb-aacip-225-09j3tzbz,00:19:56.128
cpb-aacip-225-106wwr7x_01697228_00186386_00186386.jpg,https://americanarchive.org/catalog/cpb-aacip-225-106wwr7x,00:03:06.386
cpb-aacip-225-10wpzhs0_03621317_00346280_00346279.jpg,https://americanarchive.org/catalog/cpb-aacip-225-10wpzhs0,00:05:46.279
cpb-aacip-225-10wpzhs0_03621317_00376510_00376509.jpg,https://americanarchive.org/catalog/cpb-aacip-225-10wpzhs0,00:06:16.509
cpb-aacip-225-10wpzhs0_03621317_00525025_00525024.jpg,https://americanarchive.org/catalog/cpb-aacip-225-10wpzhs0,00:08:45.024
cpb-aacip-225-10wpzhs0_03621317_00557391_00557390.jpg,https://americanarchive.org/catalog/cpb-aacip-225-10wpzhs0,00:09:17.390
cpb-aacip-225-10wpzhs0_03621317_00596630_00596629.jpg,https://americanarchive.org/catalog/cpb-aacip-225-10wpzhs0,00:09:56.629
cpb-aacip-225-10wpzhs0_03621317_00708141_00708140.jpg,https://americanarchive.org/catalog/cpb-aacip-225-10wpzhs0,00:11:48.140
cpb-aacip-225-10wpzhs0_03621317_00789022_00789021.jpg,https://americanarchive.org/catalog/cpb-aacip-225-10wpzhs0,00:13:09.021
cpb-aacip-225-10wpzhs0_03621317_00904905_00904904.jpg,https://americanarchive.org/catalog/cpb-aacip-225-10wpzhs0,00:15:04.904
